Empresa	Medio de Acceso	Mes	Departamento	Conexiones		
CABLE VISION IQUITOS S.A.C.	Cable Coaxial	2015-04-01	loreto	"9,158"		
CABLE YURIMAGUAS S.R.L.	Cable Coaxial	2015-04-01	loreto	"3,511"		
CABLEMAX E.I.R.L	Cable Coaxial	2015-04-01	piura	"1,588"		
CABLENORTV S.A.C.	Cable Coaxial	2015-04-01	lambayeque	"1,047"		
CATV SYSTEMS E.I.R.L.	Cable Coaxial	2015-04-01	ANCASH	972		
CATV SYSTEMS E.I.R.L.	Cable Coaxial	2015-04-01	callao	"5,035"		
CATV SYSTEMS E.I.R.L.	Cable Coaxial	2015-04-01	lambayeque	"3,580"		
CATV SYSTEMS E.I.R.L.	Cable Coaxial	2015-04-01	lima	"30,666"		
CHAVEZ SUING ROLANDO AZEN	Cable Coaxial	2015-04-01	la libertad	129		
CJG CABLE S.R.L.	Cable Coaxial	2015-04-01	pasco	732		
COMUNICACIONES PORCÓN S.A.C.	Cable Coaxial	2015-04-01	cajamarca	"5,173"		
CONEXION ACTIVA S.R.L.	Cable Coaxial	2015-04-01	la libertad	417		
DEMETRIO RIGOBERTO PICON ACOSTA	Cable Coaxial	2015-04-01	lima	"1,037"		
DIRECTV PERU S.R.L	satelital	2015-04-01	amazonas	"3,245"		
DIRECTV PERU S.R.L	satelital	2015-04-01	ANCASH	"3,498"		
DIRECTV PERU S.R.L	satelital	2015-04-01	apurímac	"3,017"		
DIRECTV PERU S.R.L	satelital	2015-04-01	arequipa	"14,779"		
DIRECTV PERU S.R.L	satelital	2015-04-01	ayacucho	"5,788"		
DIRECTV PERU S.R.L	satelital	2015-04-01	cajamarca	"6,388"		
DIRECTV PERU S.R.L	satelital	2015-04-01	callao	"4,590"		
DIRECTV PERU S.R.L	satelital	2015-04-01	cusco	"8,991"		
DIRECTV PERU S.R.L	satelital	2015-04-01	huancavelica	"2,308"		
DIRECTV PERU S.R.L	satelital	2015-04-01	huánuco	"2,316"		
DIRECTV PERU S.R.L	satelital	2015-04-01	ica	"11,493"		
DIRECTV PERU S.R.L	satelital	2015-04-01	junín	"7,780"		
DIRECTV PERU S.R.L	satelital	2015-04-01	la libertad	"6,945"		
DIRECTV PERU S.R.L	satelital	2015-04-01	lambayeque	"3,256"		
DIRECTV PERU S.R.L	satelital	2015-04-01	lima	"83,160"		
DIRECTV PERU S.R.L	satelital	2015-04-01	loreto	"4,558"		
DIRECTV PERU S.R.L	satelital	2015-04-01	madre de dios	"4,427"		
DIRECTV PERU S.R.L	satelital	2015-04-01	moquegua	"2,126"		
DIRECTV PERU S.R.L	satelital	2015-04-01	pasco	"2,039"		
DIRECTV PERU S.R.L	satelital	2015-04-01	piura	"6,860"		
DIRECTV PERU S.R.L	satelital	2015-04-01	puno	"8,081"		
DIRECTV PERU S.R.L	satelital	2015-04-01	san martín	"2,722"		
DIRECTV PERU S.R.L	satelital	2015-04-01	tacna	"2,695"		
DIRECTV PERU S.R.L	satelital	2015-04-01	tumbes	563		
DIRECTV PERU S.R.L	satelital	2015-04-01	ucayali	"3,663"		
ELVIS CIRINEO LEON MONTERO	Cable Coaxial	2015-04-01	junín	218		
FRANCISCO HUGO MENA TIPTO	Cable Coaxial	2015-04-01	cusco	757		
HOMETV S.A.C.	Cable Coaxial	2015-04-01	cajamarca	"1,206"		
HOMETV S.A.C.	Cable Coaxial	2015-04-01	lambayeque	"1,747"		
INVERSIONES Y REPRESENTACIONES DOBLE C E.I.R.L.	Cable Coaxial	2015-04-01	loreto	675		
LEYDI VISIÓN E.I.R.L.	Cable Coaxial	2015-04-01	ANCASH	"2,061"		
MAGRO Y CARDENAS VISTA TV EIRL	Cable Coaxial	2015-04-01	lima	131		
PARABOLICA TV S.A.C.	Cable Coaxial	2015-04-01	piura	"4,201"		
RED INTERCABLE PERU S.A.C.	Cable Coaxial	2015-04-01	huancavelica	"1,004"		
RED INTERCABLE PERU S.A.C.	Cable Coaxial	2015-04-01	junín	"2,735"		
SISTEMA DE FIBRA OPTICA  Y TELECOMUNICACIONES S.A.C.	Cable Coaxial	2015-04-01	lima	130		
STAR GLOBAL COM S.A.C.	Cable Coaxial	2015-04-01	arequipa	"15,494"		
STAR GLOBAL COM S.A.C.	Cable Coaxial	2015-04-01	tacna	"8,964"		
TELECABLE PAITA S.R.L.	Cable Coaxial	2015-04-01	piura	"2,018"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-04-01	ANCASH	"3,407"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-04-01	arequipa	"23,065"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-04-01	callao	"31,022"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-04-01	cusco	"10,102"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-04-01	junín	"3,111"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-04-01	la libertad	"16,829"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-04-01	lambayeque	"9,033"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-04-01	lima	"404,735"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-04-01	moquegua	1		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-04-01	pasco	1		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-04-01	piura	"5,286"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	amazonas	43		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	ANCASH	"10,107"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	apurímac	825		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	arequipa	"7,838"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	ayacucho	"2,744"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	cajamarca	"4,378"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	callao	"4,593"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	cusco	"2,925"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	huancavelica	373		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	huánuco	"2,460"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	ica	"12,111"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	junín	"6,076"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	la libertad	"13,181"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	lambayeque	"11,434"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	lima	"49,073"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	loreto	"3,855"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	madre de dios	523		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	moquegua	"2,448"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	pasco	404		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	piura	"12,750"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	puno	"5,057"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	san martín	"2,512"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	tacna	"3,751"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	tumbes	"2,295"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-04-01	ucayali	"3,043"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-04-01	ANCASH	"2,080"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-04-01	arequipa	"9,966"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-04-01	callao	"16,564"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-04-01	cusco	"9,346"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-04-01	junín	"3,040"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-04-01	la libertad	"9,464"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-04-01	lambayeque	"7,087"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-04-01	lima	"166,885"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-04-01	piura	"2,550"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	amazonas	570		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	ANCASH	"3,921"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	apurímac	761		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	arequipa	"4,052"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	ayacucho	"2,350"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	cajamarca	"4,129"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	callao	"1,194"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	cusco	"3,835"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	huancavelica	218		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	huánuco	"1,796"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	ica	"5,954"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	junín	"3,971"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	la libertad	"3,088"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	lambayeque	"3,211"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	lima	"19,847"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	loreto	"1,693"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	madre de dios	925		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	moquegua	"1,516"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	pasco	716		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	piura	"2,973"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	puno	"1,503"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	san martín	"1,784"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	tacna	789		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	tumbes	692		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-04-01	ucayali	"1,557"		
TELEVISION MINERA S.R.L.	Cable Coaxial	2015-04-01	junín	400		
TV - CABLE - CATACAOS E.I.R.L.	Cable Coaxial	2015-04-01	piura	680		
TV BELLAVISTA E.I.R.L.	Cable Coaxial	2015-04-01	san martín	544		
VIP CHANNEL S.A.C.	Cable Coaxial	2015-04-01	lima	"2,400"		
VIVIANA MARINA RODRÍGUEZ VIENA	Cable Coaxial	2015-04-01	loreto	"1,723"		
A & P SERVITEL S.A.C.	Cable Coaxial	2015-05-01	junín	162		
"AIQUE VARGAS, GERMAN"	Cable Coaxial	2015-05-01	san martín	247		
AMAZONIA T.V. S.R.LTDA	Cable Coaxial	2015-05-01	san martín	"1,553"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	ANCASH	"1,331"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	arequipa	"4,901"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	cajamarca	"1,847"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	callao	"10,105"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	cusco	"1,326"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	huánuco	979		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	ica	"2,426"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	junín	641		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	la libertad	"10,243"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	lambayeque	"5,530"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	lima	"87,146"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	madre de dios	808		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	moquegua	533		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	piura	"4,510"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	puno	327		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	tacna	"2,334"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	tumbes	711		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2015-05-01	ucayali	529		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	amazonas	"2,085"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	ANCASH	"4,407"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	apurímac	"1,438"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	arequipa	"7,531"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	ayacucho	"1,753"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	cajamarca	"4,282"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	callao	"1,298"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	cusco	"3,049"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	huancavelica	804		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	huánuco	"2,146"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	ica	"2,937"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	junín	"4,158"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	la libertad	"6,522"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	lambayeque	"3,257"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	lima	"16,539"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	loreto	"2,221"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	madre de dios	948		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	moquegua	"1,708"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	pasco	859		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	piura	"8,752"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	puno	"3,418"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	san martín	"2,128"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	tacna	"1,828"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	tumbes	"1,186"		
AMERICA MOVIL PERU S.A.C.	satelital	2015-05-01	ucayali	"2,145"		
ANDRES CULQUI CULQUI	Cable Coaxial	2015-05-01	loreto	280		
ANIBAL ESTRELLA CARTAGENA	Cable Coaxial	2015-05-01	san martín	575		
ASOCIACIÓN DE CABLE VISION SAN JACINTO	Cable Coaxial	2015-05-01	ANCASH	"1,117"		
BASILES AREVALO FLORES	Cable Coaxial	2015-05-01	san martín	160		
CABLE SUR TELECOMUNICACIONES S.A.C.	Cable Coaxial	2015-05-01	ica	"1,655"		
CABLE VISIÓN HUÁNUCO E.I.R.L.	Cable Coaxial	2015-05-01	huánuco	"5,712"		
CABLE VISIÓN HUÁNUCO E.I.R.L.	Cable Coaxial	2015-05-01	junín	"1,118"		
CABLE VISION IQUITOS S.A.C.	Cable Coaxial	2015-05-01	loreto	"9,478"		
CABLE YURIMAGUAS S.R.L.	Cable Coaxial	2015-05-01	loreto	"3,596"		
CABLEMAX E.I.R.L	Cable Coaxial	2015-05-01	piura	"1,590"		
CABLENORTV S.A.C.	Cable Coaxial	2015-05-01	lambayeque	"1,087"		
CATV SYSTEMS E.I.R.L.	Cable Coaxial	2015-05-01	ANCASH	984		
CATV SYSTEMS E.I.R.L.	Cable Coaxial	2015-05-01	callao	"5,094"		
CATV SYSTEMS E.I.R.L.	Cable Coaxial	2015-05-01	lambayeque	"3,622"		
CATV SYSTEMS E.I.R.L.	Cable Coaxial	2015-05-01	lima	"30,868"		
CHAVEZ SUING ROLANDO AZEN	Cable Coaxial	2015-05-01	la libertad	164		
CJG CABLE S.R.L.	Cable Coaxial	2015-05-01	pasco	730		
COMUNICACIONES PORCÓN S.A.C.	Cable Coaxial	2015-05-01	cajamarca	"5,176"		
CONEXION ACTIVA S.R.L.	Cable Coaxial	2015-05-01	la libertad	412		
DEMETRIO RIGOBERTO PICON ACOSTA	Cable Coaxial	2015-05-01	lima	"1,089"		
DIRECTV PERU S.R.L	satelital	2015-05-01	amazonas	"3,263"		
DIRECTV PERU S.R.L	satelital	2015-05-01	ANCASH	"3,513"		
DIRECTV PERU S.R.L	satelital	2015-05-01	apurímac	"3,034"		
DIRECTV PERU S.R.L	satelital	2015-05-01	arequipa	"14,881"		
DIRECTV PERU S.R.L	satelital	2015-05-01	ayacucho	"5,824"		
DIRECTV PERU S.R.L	satelital	2015-05-01	cajamarca	"6,429"		
DIRECTV PERU S.R.L	satelital	2015-05-01	callao	"4,623"		
DIRECTV PERU S.R.L	satelital	2015-05-01	cusco	"9,051"		
DIRECTV PERU S.R.L	satelital	2015-05-01	huancavelica	"2,323"		
DIRECTV PERU S.R.L	satelital	2015-05-01	huánuco	"2,332"		
DIRECTV PERU S.R.L	satelital	2015-05-01	ica	"11,574"		
DIRECTV PERU S.R.L	satelital	2015-05-01	junín	"7,826"		
DIRECTV PERU S.R.L	satelital	2015-05-01	la libertad	"6,992"		
DIRECTV PERU S.R.L	satelital	2015-05-01	lambayeque	"3,276"		
DIRECTV PERU S.R.L	satelital	2015-05-01	lima	"83,775"		
DIRECTV PERU S.R.L	satelital	2015-05-01	loreto	"4,585"		
DIRECTV PERU S.R.L	satelital	2015-05-01	madre de dios	"4,458"		
DIRECTV PERU S.R.L	satelital	2015-05-01	moquegua	"2,140"		
DIRECTV PERU S.R.L	satelital	2015-05-01	pasco	"2,055"		
DIRECTV PERU S.R.L	satelital	2015-05-01	piura	"6,909"		
DIRECTV PERU S.R.L	satelital	2015-05-01	puno	"8,137"		
DIRECTV PERU S.R.L	satelital	2015-05-01	san martín	"2,739"		
DIRECTV PERU S.R.L	satelital	2015-05-01	tacna	"2,713"		
DIRECTV PERU S.R.L	satelital	2015-05-01	tumbes	566		
DIRECTV PERU S.R.L	satelital	2015-05-01	ucayali	"3,686"		
ELVIS CIRINEO LEON MONTERO	Cable Coaxial	2015-05-01	junín	209		
FRANCISCO HUGO MENA TIPTO	Cable Coaxial	2015-05-01	cusco	762		
HOMETV S.A.C.	Cable Coaxial	2015-05-01	cajamarca	"1,191"		
HOMETV S.A.C.	Cable Coaxial	2015-05-01	lambayeque	"1,745"		
INVERSIONES Y REPRESENTACIONES DOBLE C E.I.R.L.	Cable Coaxial	2015-05-01	loreto	683		
LEYDI VISIÓN E.I.R.L.	Cable Coaxial	2015-05-01	ANCASH	"2,096"		
MAGRO Y CARDENAS VISTA TV EIRL	Cable Coaxial	2015-05-01	lima	128		
PARABOLICA TV S.A.C.	Cable Coaxial	2015-05-01	piura	"4,350"		
RED INTERCABLE PERU S.A.C.	Cable Coaxial	2015-05-01	huancavelica	"1,007"		
RED INTERCABLE PERU S.A.C.	Cable Coaxial	2015-05-01	junín	"2,755"		
SISTEMA DE FIBRA OPTICA  Y TELECOMUNICACIONES S.A.C.	Cable Coaxial	2015-05-01	lima	135		
STAR GLOBAL COM S.A.C.	Cable Coaxial	2015-05-01	arequipa	"15,647"		
STAR GLOBAL COM S.A.C.	Cable Coaxial	2015-05-01	tacna	"8,969"		
TELECABLE PAITA S.R.L.	Cable Coaxial	2015-05-01	piura	"2,019"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-05-01	ANCASH	"3,515"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-05-01	arequipa	"23,502"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-05-01	callao	"32,609"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-05-01	cusco	"10,225"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-05-01	ica	1		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-05-01	junín	"3,174"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-05-01	la libertad	"17,051"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-05-01	lambayeque	"9,074"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-05-01	lima	"413,431"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-05-01	moquegua	1		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-05-01	pasco	1		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2015-05-01	piura	"5,362"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	amazonas	43		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	ANCASH	"10,895"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	apurímac	866		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	arequipa	"8,462"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	ayacucho	"2,928"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	cajamarca	"4,612"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	callao	"5,021"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	cusco	"3,021"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	huancavelica	404		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	huánuco	"2,535"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	ica	"12,760"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	junín	"6,352"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	la libertad	"14,326"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	lambayeque	"12,176"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	lima	"52,985"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	loreto	"3,998"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	madre de dios	544		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	moquegua	"2,582"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	pasco	418		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	piura	"13,864"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	puno	"5,460"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	san martín	"2,643"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	tacna	"3,983"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	tumbes	"2,411"		
TELEFÓNICA DEL PERÚ S.A.A.	satelital	2015-05-01	ucayali	"3,217"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-05-01	ANCASH	"2,010"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-05-01	arequipa	"9,891"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-05-01	callao	"16,775"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-05-01	cusco	"9,298"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-05-01	junín	"2,974"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-05-01	la libertad	"9,137"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-05-01	lambayeque	"6,943"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-05-01	lima	"167,290"		
TELEFÓNICA MULTIMEDIA S.A.C.	Cable Coaxial	2015-05-01	piura	"2,474"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	amazonas	551		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	ANCASH	"3,861"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	apurímac	738		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	arequipa	"4,051"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	ayacucho	"2,316"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	cajamarca	"4,085"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	callao	"1,212"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	cusco	"3,801"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	huancavelica	222		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	huánuco	"1,768"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	ica	"5,849"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	junín	"3,918"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	la libertad	"3,043"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	lambayeque	"3,144"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	lima	"19,823"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	loreto	"1,627"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	madre de dios	873		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	moquegua	"1,517"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	pasco	705		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	piura	"2,945"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	puno	"1,493"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	san martín	"1,774"		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	tacna	766		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	tumbes	655		
TELEFÓNICA MULTIMEDIA S.A.C.	satelital	2015-05-01	ucayali	"1,550"		
TELEVISION MINERA S.R.L.	Cable Coaxial	2015-05-01	junín	400		
TV - CABLE - CATACAOS E.I.R.L.	Cable Coaxial	2015-05-01	piura	681		
TV BELLAVISTA E.I.R.L.	Cable Coaxial	2015-05-01	san martín	542		
VIP CHANNEL S.A.C.	Cable Coaxial	2015-05-01	lima	"2,480"		
VIVIANA MARINA RODRÍGUEZ VIENA	Cable Coaxial	2015-05-01	loreto	"1,723"		
A & P SERVITEL S.A.C.	Cable Coaxial	2015-06-01	junín	164		
"AIQUE VARGAS, GERMAN"	Cable Coaxial	2015-06-01	san martín	253		
AMAZONIA T.V. S.R.LTDA	Cable Coaxial	2015-06-01	san martín	"1,574"		
